Minutes,Seconds,rcvTime,pos_x,pos_y,spd_x,spd_y,acl_y,hed_x,hed_y,sendTime,sender_id,senderPseudo,messageID,acl_x,receiver_id,sendTime.1,receiverPseudo,nttack,node_attack
1,28860,28860.04083,385.5577967,929.1052165,36.88691722,33.70249353,1.049984431,0.805055426,-0.854816638,28860.04083,11115,90111152,59600737,0.982639821,10995,28860.04083,100109952,0,0
1,28860,28860.04083,385.5577967,929.1052165,36.88691722,33.70249353,1.049984431,0.805055426,-0.854816638,28860.04083,11115,90111152,59600737,0.982639821,11073,28860.04083,390110732,0,0
1,28860,28860.04083,385.5577967,929.1052165,36.88691722,33.70249353,0.805055426,-0.854816638,0.982639821,28860.04083,11115,90111152,59600737,1.049984431,11091,28860.04083,240110912,1,1
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.308509028,-0.106398463,-0.993607352,28860.07295,10923,10109232,59601386,0.112891234,10743,28860.07295,10107432,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.308509028,-0.106398463,-0.993607352,28860.07295,10923,10109232,59601386,0.112891234,10959,28860.07295,10109592,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.308509028,-0.106398463,-0.993607352,28860.07295,10923,10109232,59601386,0.112891234,10977,28860.07295,10109772,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.106398463,-0.993607352,0.112891234,28860.07295,10923,10109232,59601386,-0.308509028,11109,28860.07295,10111092,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.106398463,-0.993607352,0.112891234,28860.07295,10923,10109232,59601386,-0.308509028,11199,28860.07295,10111992,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.106398463,-0.993607352,0.112891234,28860.07295,10923,10109232,59601386,-0.308509028,11223,28860.07295,10112232,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.106398463,-0.993607352,0.112891234,28860.07295,10923,10109232,59601386,-0.308509028,11265,28860.07295,10112652,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.106398463,-0.993607352,0.112891234,28860.07295,10923,10109232,59601386,-0.308509028,11277,28860.07295,10112772,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.106398463,-0.993607352,0.112891234,28860.07295,10923,10109232,59601386,-0.308509028,11295,28860.07295,320112952,0,0
1,28860,28860.07295,368.5405088,251.8435149,-11.29586215,-3.899933981,-0.106398463,-0.993607352,0.112891234,28860.07295,10923,10109232,59601386,-0.308509028,11301,28860.07295,10113012,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.000360436,0.999718473,28860.0821,11199,10111992,59602939,-0.023727086,10743,28860.0821,10107432,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.000360436,0.999718473,28860.0821,11199,10111992,59602939,-0.023727086,10863,28860.0821,10108632,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.000360436,0.999718473,28860.0821,11199,10111992,59602939,-0.023727086,10887,28860.0821,10108872,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.000360436,0.999718473,28860.0821,11199,10111992,59602939,-0.023727086,10923,28860.0821,10109232,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.000360436,0.999718473,28860.0821,11199,10111992,59602939,-0.023727086,10959,28860.0821,10109592,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.000360436,0.999718473,28860.0821,11199,10111992,59602939,-0.023727086,10977,28860.0821,10109772,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.000360436,0.999718473,28860.0821,11199,10111992,59602939,-0.023727086,11079,28860.0821,10110792,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11097,28860.0821,10110972,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11109,28860.0821,10111092,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11157,28860.0821,10111572,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11193,28860.0821,740111932,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11211,28860.0821,630112112,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11223,28860.0821,10112232,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11253,28860.0821,420112532,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11265,28860.0821,10112652,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11277,28860.0821,10112772,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11295,28860.0821,320112952,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11301,28860.0821,10113012,0,0
1,28860,28860.0821,232.9456458,219.6183032,0.000141815,0.000141815,0.000360436,0.999718473,-0.023727086,28860.0821,11199,10111992,59602939,0.000360436,11313,28860.0821,100113132,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,0.000191888,-0.999509373,28860.11817,10743,10107432,59603233,-0.031321126,10923,28860.11817,10109232,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,0.000191888,-0.999509373,28860.11817,10743,10107432,59603233,-0.031321126,10959,28860.11817,10109592,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,0.000191888,-0.999509373,28860.11817,10743,10107432,59603233,-0.031321126,10977,28860.11817,10109772,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11109,28860.11817,10111092,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11199,28860.11817,10111992,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11223,28860.11817,10112232,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11253,28860.11817,420112532,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11265,28860.11817,10112652,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11277,28860.11817,10112772,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11295,28860.11817,320112952,0,0
1,28860,28860.11817,260.6298325,220.2139488,0.001482701,0.001482701,0.000191888,-0.999509373,-0.031321126,28860.11817,10743,10107432,59603233,0.000191888,11301,28860.11817,10113012,0,0
1,28860,28860.12891,24.63176334,280.8531601,37.46813926,13.30595455,1.980031409,1.868048882,-0.77389167,28860.12891,11031,570110312,59603366,-0.076574937,11055,28860.12891,490110552,1,1
1,28860,28860.12891,24.63176334,280.8531601,37.46813926,13.30595455,1.868048882,-0.77389167,-0.076574937,28860.12891,11031,570110312,59603366,1.980031409,11133,28860.12891,100111332,0,0
1,28860,28860.12891,24.63176334,280.8531601,37.46813926,13.30595455,1.868048882,-0.77389167,-0.076574937,28860.12891,11031,570110312,59603366,1.980031409,11151,28860.12891,30111512,0,0
1,28860,28860.14095,133.0485578,960.361496,-1.263661741,17.05692477,-0.011143679,0.150726044,0.037608476,28860.14095,11187,10111872,59603583,0.999292551,10893,28860.14095,530108932,0,0
1,28860,28860.14095,133.0485578,960.361496,-1.263661741,17.05692477,-0.011143679,0.150726044,0.037608476,28860.14095,11187,10111872,59603583,0.999292551,10899,28860.14095,10108992,0,0
1,28860,28860.14095,133.0485578,960.361496,-1.263661741,17.05692477,-0.011143679,0.150726044,0.037608476,28860.14095,11187,10111872,59603583,0.999292551,10971,28860.14095,250109712,0,0
1,28860,28860.14095,133.0485578,960.361496,-1.263661741,17.05692477,0.150726044,0.037608476,0.999292551,28860.14095,11187,10111872,59603583,-0.011143679,11175,28860.14095,920111752,0,0
1,28860,28860.14095,133.0485578,960.361496,-1.263661741,17.05692477,0.150726044,0.037608476,0.999292551,28860.14095,11187,10111872,59603583,-0.011143679,11229,28860.14095,10112292,0,0
1,28860,28860.14095,133.0485578,960.361496,-1.263661741,17.05692477,0.150726044,0.037608476,0.999292551,28860.14095,11187,10111872,59603583,-0.011143679,11283,28860.14095,10112832,0,0
1,28860,28860.14095,133.0485578,960.361496,-1.263661741,17.05692477,0.150726044,0.037608476,0.999292551,28860.14095,11187,10111872,59603583,-0.011143679,11289,28860.14095,10112892,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,0.034857101,-0.224826991,0.017557264,28860.21817,11097,10110972,59605983,-0.999845859,10863,28860.21817,10108632,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,0.034857101,-0.224826991,0.017557264,28860.21817,11097,10110972,59605983,-0.999845859,10887,28860.21817,10108872,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,0.034857101,-0.224826991,0.017557264,28860.21817,11097,10110972,59605983,-0.999845859,11079,28860.21817,10110792,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11157,28860.21817,10111572,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11193,28860.21817,740111932,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11199,28860.21817,10111992,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11211,28860.21817,630112112,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11253,28860.21817,420112532,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11265,28860.21817,10112652,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11277,28860.21817,10112772,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11295,28860.21817,320112952,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11301,28860.21817,10113012,0,0
1,28860,28860.21817,247.1618595,270.043463,1.563642424,-10.39575526,-0.224826991,0.017557264,-0.999845859,28860.21817,11097,10110972,59605983,0.034857101,11313,28860.21817,100113132,0,0
1,28860,28860.22906,258.9928591,781.0895772,-13.31241955,-1.756757172,-0.439918458,-0.057974416,-0.962532632,28860.22906,11037,10110372,59606125,0.271165876,10947,28860.22906,10109472,0,0
1,28860,28860.22906,258.9928591,781.0895772,-13.31241955,-1.756757172,-0.439918458,-0.057974416,-0.962532632,28860.22906,11037,10110372,59606125,0.271165876,10983,28860.22906,10109832,0,0
1,28860,28860.22906,258.9928591,781.0895772,-13.31241955,-1.756757172,-0.439918458,-0.057974416,-0.962532632,28860.22906,11037,10110372,59606125,0.271165876,11067,28860.22906,10110672,0,0
1,28860,28860.22906,258.9928591,781.0895772,-13.31241955,-1.756757172,-0.057974416,-0.962532632,0.271165876,28860.22906,11037,10110372,59606125,-0.439918458,11175,28860.22906,920111752,0,0
1,28860,28860.22906,258.9928591,781.0895772,-13.31241955,-1.756757172,-0.057974416,-0.962532632,0.271165876,28860.22906,11037,10110372,59606125,-0.439918458,11229,28860.22906,10112292,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,3.69E-05,-0.051970017,28860.26682,11079,10110792,59606647,0.998648646,10863,28860.26682,10108632,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,3.69E-05,-0.051970017,28860.26682,11079,10110792,59606647,0.998648646,10887,28860.26682,10108872,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,3.69E-05,-0.051970017,28860.26682,11079,10110792,59606647,0.998648646,10899,28860.26682,10108992,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,3.69E-05,-0.051970017,28860.26682,11079,10110792,59606647,0.998648646,10971,28860.26682,250109712,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11097,28860.26682,10110972,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11157,28860.26682,10111572,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11193,28860.26682,740111932,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11199,28860.26682,10111992,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11211,28860.26682,630112112,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11253,28860.26682,420112532,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11265,28860.26682,10112652,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11277,28860.26682,10112772,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11283,28860.26682,10112832,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11289,28860.26682,10112892,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11295,28860.26682,320112952,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11301,28860.26682,10113012,0,0
1,28860,28860.26682,188.8875653,539.8925355,0.000765299,0.000765299,3.69E-05,-0.051970017,0.998648646,28860.26682,11079,10110792,59606647,3.69E-05,11313,28860.26682,100113132,0,0
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,1.893309215,0.187447701,-0.007347935,28860.29664,11211,630112112,59606810,0.663913661,10863,28860.29664,10108632,0,0
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,1.893309215,0.187447701,-0.007347935,28860.29664,11211,630112112,59606810,0.663913661,10887,28860.29664,10108872,0,0
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,1.893309215,0.187447701,-0.007347935,28860.29664,11211,630112112,59606810,0.663913661,11079,28860.29664,10110792,0,0
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11097,28860.29664,10110972,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11157,28860.29664,10111572,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11193,28860.29664,740111932,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11199,28860.29664,10111992,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11253,28860.29664,420112532,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11265,28860.29664,10112652,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11277,28860.29664,10112772,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11295,28860.29664,320112952,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11301,28860.29664,10113012,1,1
1,28860,28860.29664,280.4960663,269.3194246,21.05378951,39.29237473,0.187447701,-0.007347935,0.663913661,28860.29664,11211,630112112,59606810,1.893309215,11313,28860.29664,100113132,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,0.798795141,1.616550751,-0.940061488,28860.42786,11253,420112532,59610365,0.239085135,10743,28860.42786,10107432,0,0
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,0.798795141,1.616550751,-0.940061488,28860.42786,11253,420112532,59610365,0.239085135,10863,28860.42786,10108632,0,0
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,0.798795141,1.616550751,-0.940061488,28860.42786,11253,420112532,59610365,0.239085135,10887,28860.42786,10108872,0,0
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,0.798795141,1.616550751,-0.940061488,28860.42786,11253,420112532,59610365,0.239085135,11079,28860.42786,10110792,0,0
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11097,28860.42786,10110972,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11157,28860.42786,10111572,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11193,28860.42786,740111932,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11199,28860.42786,10111992,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11211,28860.42786,630112112,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11265,28860.42786,10112652,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11277,28860.42786,10112772,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11295,28860.42786,320112952,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11301,28860.42786,10113012,1,1
1,28860,28860.42786,268.4772658,1284.979684,22.72292468,16.76507896,1.616550751,-0.940061488,0.239085135,28860.42786,11253,420112532,59610365,0.798795141,11313,28860.42786,100113132,1,1
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,2.109229344,0.201116296,-0.971403953,28860.44403,10899,10108992,59611072,0.237432853,10893,28860.44403,530108932,0,0
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,2.109229344,0.201116296,-0.971403953,28860.44403,10899,10108992,59611072,0.237432853,10971,28860.44403,250109712,0,0
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,2.109229344,0.201116296,-0.971403953,28860.44403,10899,10108992,59611072,0.237432853,11079,28860.44403,10110792,0,0
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,0.201116296,-0.971403953,0.237432853,28860.44403,10899,10108992,59611072,2.109229344,11157,28860.44403,10111572,0,0
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,0.201116296,-0.971403953,0.237432853,28860.44403,10899,10108992,59611072,2.109229344,11175,28860.44403,920111752,0,0
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,0.201116296,-0.971403953,0.237432853,28860.44403,10899,10108992,59611072,2.109229344,11187,28860.44403,10111872,0,0
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,0.201116296,-0.971403953,0.237432853,28860.44403,10899,10108992,59611072,2.109229344,11283,28860.44403,10112832,0,0
1,28860,28860.44403,137.0217808,886.6801303,-4.17574379,-0.397956292,0.201116296,-0.971403953,0.237432853,28860.44403,10899,10108992,59611072,2.109229344,11289,28860.44403,10112892,0,0
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,0.708650144,1.784240173,-0.488728629,28860.45643,11193,740111932,59611195,-0.245320825,10863,28860.45643,10108632,0,0
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,0.708650144,1.784240173,-0.488728629,28860.45643,11193,740111932,59611195,-0.245320825,10887,28860.45643,10108872,0,0
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,0.708650144,1.784240173,-0.488728629,28860.45643,11193,740111932,59611195,-0.245320825,11079,28860.45643,10110792,0,0
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,1.784240173,-0.488728629,-0.245320825,28860.45643,11193,740111932,59611195,0.708650144,11097,28860.45643,10110972,1,1
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,1.784240173,-0.488728629,-0.245320825,28860.45643,11193,740111932,59611195,0.708650144,11157,28860.45643,10111572,1,1
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,1.784240173,-0.488728629,-0.245320825,28860.45643,11193,740111932,59611195,0.708650144,11199,28860.45643,10111992,1,1
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,1.784240173,-0.488728629,-0.245320825,28860.45643,11193,740111932,59611195,0.708650144,11211,28860.45643,630112112,1,1
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,1.784240173,-0.488728629,-0.245320825,28860.45643,11193,740111932,59611195,0.708650144,11253,28860.45643,420112532,1,1
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,1.784240173,-0.488728629,-0.245320825,28860.45643,11193,740111932,59611195,0.708650144,11265,28860.45643,10112652,1,1
1,28860,28860.45643,262.0307411,489.9162114,9.327666543,16.7507329,1.784240173,-0.488728629,-0.245320825,28860.45643,11193,740111932,59611195,0.708650144,11277,28860.45643,10112772,1,1
