Minutes,Seconds,rcvTime,pos_x,pos_y,spd_x,acl_x,acl_y,hed_x,hed_y,sender_id,senderPseudo,messageID,spd_y,sendTime,receiver_id,receiverPseudo,nttack,node_attack
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11211,630112112,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11295,330112952,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11157,10111572,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11223,10112232,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11253,420112532,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11265,10112652,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11277,10112772,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11301,10113012,0,0
1,28860,28860.0821,232.6887268,219.6079784,0.000473171,0.000315335,0.000315335,0.999656486,-0.026208984,11199,10111992,59602539,0.000473171,28860.0821,11313,80113132,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11109,10111092,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11295,330112952,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11199,10111992,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11223,10112232,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11253,420112532,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11265,10112652,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11277,10112772,0,0
1,28860,28860.11817,261.6389625,220.224132,0.000735399,0.000436252,0.000436252,-0.976045129,0.217568166,10743,10107432,59602833,0.000735399,28860.11817,11301,10113012,0,0
1,28860,28860.14095,132.6250556,960.4021062,-1.263398304,-0.011021294,0.150848429,-0.059694053,0.99821672,11187,10111872,59603183,17.05718821,28860.14095,11289,10112892,0,0
1,28860,28860.14095,132.6250556,960.4021062,-1.263398304,-0.011021294,0.150848429,-0.059694053,0.99821672,11187,10111872,59603183,17.05718821,28860.14095,11175,890111752,0,0
1,28860,28860.14095,132.6250556,960.4021062,-1.263398304,-0.011021294,0.150848429,-0.059694053,0.99821672,11187,10111872,59603183,17.05718821,28860.14095,11229,10112292,0,0
1,28860,28860.14095,132.6250556,960.4021062,-1.263398304,-0.011021294,0.150848429,-0.059694053,0.99821672,11187,10111872,59603183,17.05718821,28860.14095,11283,10112832,0,0
1,28860,28860.19178,221.4582405,441.743262,2.144274162,0.093423002,-0.535507819,0.090508623,-0.995895672,11175,890111752,59604793,-12.29394592,28860.19178,11289,10112892,1,1
1,28860,28860.19178,221.4582405,441.743262,2.144274162,0.093423002,-0.535507819,0.090508623,-0.995895672,11175,890111752,59604793,-12.29394592,28860.19178,11187,10111872,1,1
1,28860,28860.19178,221.4582405,441.743262,2.144274162,0.093423002,-0.535507819,0.090508623,-0.995895672,11175,890111752,59604793,-12.29394592,28860.19178,11283,10112832,1,1
1,28860,28860.2166,118.1979552,891.8226662,0.00133574,7.53E-05,7.53E-05,0.999970878,-0.007631727,10893,510108932,59605186,0.00133574,28860.2166,11289,10112892,0,0
1,28860,28860.2166,118.1979552,891.8226662,0.00133574,7.53E-05,7.53E-05,0.999970878,-0.007631727,10893,510108932,59605186,0.00133574,28860.2166,11175,890111752,0,0
1,28860,28860.2166,118.1979552,891.8226662,0.00133574,7.53E-05,7.53E-05,0.999970878,-0.007631727,10893,510108932,59605186,0.00133574,28860.2166,11187,10111872,0,0
1,28860,28860.2166,118.1979552,891.8226662,0.00133574,7.53E-05,7.53E-05,0.999970878,-0.007631727,10893,510108932,59605186,0.00133574,28860.2166,11229,10112292,0,0
1,28860,28860.2166,118.1979552,891.8226662,0.00133574,7.53E-05,7.53E-05,0.999970878,-0.007631727,10893,510108932,59605186,0.00133574,28860.2166,11283,10112832,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11193,740111932,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11211,630112112,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11295,330112952,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11157,10111572,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11199,10111992,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11253,420112532,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11265,10112652,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11277,10112772,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11301,10113012,0,0
1,28860,28860.21817,247.4282702,270.0462048,1.563315103,0.034766486,-0.224917606,0.027429462,-0.999623742,11097,10110972,59605583,-10.39608258,28860.21817,11313,80113132,0,0
1,28860,28860.22906,259.131013,781.0245026,-13.31133592,-0.43977637,-0.057832328,-0.999582146,0.028905606,11037,10110372,59605725,-1.75567354,28860.22906,11175,890111752,0,0
1,28860,28860.22906,259.131013,781.0245026,-13.31133592,-0.43977637,-0.057832328,-0.999582146,0.028905606,11037,10110372,59605725,-1.75567354,28860.22906,11229,10112292,0,0
1,28860,28860.2426,140.0781286,1077.640136,0.433926926,0.213178016,-2.274438474,0.079580149,-0.996828471,11055,490110552,59606030,-4.629274072,28860.2426,11133,110111332,0,0
1,28860,28860.2426,140.0781286,1077.640136,0.433926926,0.213178016,-2.274438474,0.079580149,-0.996828471,11055,490110552,59606030,-4.629274072,28860.2426,11151,100111512,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11097,10110972,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11193,740111932,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11211,630112112,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11289,10112892,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11295,330112952,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11157,10111572,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11199,10111992,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11253,420112532,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11265,10112652,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11277,10112772,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11283,10112832,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11301,10113012,0,0
1,28860,28860.26682,187.8679142,539.9139448,0.000158549,2.87E-05,2.87E-05,-0.068501476,0.997651015,11079,10110792,59606247,0.000158549,28860.26682,11313,80113132,0,0
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11097,10110972,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11193,740111932,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11295,330112952,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11157,10111572,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11199,10111992,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11253,420112532,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11265,10112652,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11277,10112772,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11301,10113012,1,1
1,28860,28860.29664,196.2023989,604.5367833,1.923896255,0.03607689,-0.250754236,0.140015249,-0.990149347,11211,630112112,59606410,-13.3725005,28860.29664,11313,80113132,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11097,10110972,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11193,740111932,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11211,630112112,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11289,10112892,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11295,330112952,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11157,10111572,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11199,10111992,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11253,420112532,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11265,10112652,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11277,10112772,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11283,10112832,1,1
1,28860,28860.32632,273.4331304,109.5586687,2.610478579,0.008464558,-0.050852457,0.136621626,-0.990623304,11313,80113132,59607205,-15.91188695,28860.32632,11301,10113012,1,1
1,28860,28860.38101,116.8105055,891.7899298,2.870072458,2.812476809,0.190968902,0.99808005,0.061937182,10911,450109112,59609428,0.194833477,28860.38101,11289,10112892,0,0
1,28860,28860.38101,116.8105055,891.7899298,2.870072458,2.812476809,0.190968902,0.99808005,0.061937182,10911,450109112,59609428,0.194833477,28860.38101,11283,10112832,0,0
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11097,10110972,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11193,740111932,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11211,630112112,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11295,330112952,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11157,10111572,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11199,10111992,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11265,10112652,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11277,10112772,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11301,10113012,1,1
1,28860,28860.42786,295.2155864,232.4590085,13.18163739,-0.176933194,-0.055381868,0.965751275,0.259469603,11253,420112532,59609965,4.15418425,28860.42786,11313,80113132,1,1
1,28860,28860.44403,138.2764771,886.6534863,-4.170893005,2.110027483,0.201914435,-0.988972184,0.148101381,10899,10108992,59610672,-0.393105507,28860.44403,11289,10112892,0,0
1,28860,28860.44403,138.2764771,886.6534863,-4.170893005,2.110027483,0.201914435,-0.988972184,0.148101381,10899,10108992,59610672,-0.393105507,28860.44403,11157,10111572,0,0
1,28860,28860.44403,138.2764771,886.6534863,-4.170893005,2.110027483,0.201914435,-0.988972184,0.148101381,10899,10108992,59610672,-0.393105507,28860.44403,11175,890111752,0,0
1,28860,28860.44403,138.2764771,886.6534863,-4.170893005,2.110027483,0.201914435,-0.988972184,0.148101381,10899,10108992,59610672,-0.393105507,28860.44403,11187,10111872,0,0
1,28860,28860.44403,138.2764771,886.6534863,-4.170893005,2.110027483,0.201914435,-0.988972184,0.148101381,10899,10108992,59610672,-0.393105507,28860.44403,11283,10112832,0,0
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11097,10110972,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11211,630112112,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11295,330112952,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11157,10111572,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11199,10111992,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11253,420112532,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11265,10112652,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11277,10112772,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11301,10113012,1,1
1,28860,28860.45643,276.7595062,87.53443024,2.202329849,-0.148338254,0.824128403,0.095378896,-0.995441041,11193,740111932,59610795,-12.23202981,28860.45643,11313,80113132,1,1
1,28860,28860.51003,186.8004882,579.4931854,-1.705712066,0.003740615,-0.025271304,-0.03865119,0.999252764,10995,980109952,59613373,11.86318996,28860.51003,11091,330110912,0,0
1,28860,28860.51003,186.8004882,579.4931854,-1.705712066,0.003740615,-0.025271304,-0.03865119,0.999252764,10995,980109952,59613373,11.86318996,28860.51003,11115,100111152,0,0
1,28860,28860.52491,146.7790121,900.280949,1.66E-05,1.13E-05,1.13E-05,0.042585159,-0.999092841,11283,10112832,59613977,1.66E-05,28860.52491,11289,10112892,0,0
1,28860,28860.52491,146.7790121,900.280949,1.66E-05,1.13E-05,1.13E-05,0.042585159,-0.999092841,11283,10112832,59613977,1.66E-05,28860.52491,11157,10111572,0,0
1,28860,28860.52491,146.7790121,900.280949,1.66E-05,1.13E-05,1.13E-05,0.042585159,-0.999092841,11283,10112832,59613977,1.66E-05,28860.52491,11175,890111752,0,0
1,28860,28860.52491,146.7790121,900.280949,1.66E-05,1.13E-05,1.13E-05,0.042585159,-0.999092841,11283,10112832,59613977,1.66E-05,28860.52491,11187,10111872,0,0
1,28860,28860.52491,146.7790121,900.280949,1.66E-05,1.13E-05,1.13E-05,0.042585159,-0.999092841,11283,10112832,59613977,1.66E-05,28860.52491,11313,80113132,0,0
1,28860,28860.54083,137.7412159,984.3682945,-0.641727207,-0.190313836,2.595624445,0.091625725,0.995793516,11115,100111152,59614105,8.696870215,28860.54083,11091,330110912,1,1
1,28860,28860.62892,157.7252178,752.157858,-1.856451471,-0.077926832,0.532150701,0.01625694,0.999867847,11031,380110312,59616004,12.67236997,28860.62892,11133,110111332,0,0
1,28860,28860.62892,157.7252178,752.157858,-1.856451471,-0.077926832,0.532150701,0.01625694,0.999867847,11031,380110312,59616004,12.67236997,28860.62892,11235,710112352,0,0
1,28860,28860.62892,157.7252178,752.157858,-1.856451471,-0.077926832,0.532150701,0.01625694,0.999867847,11031,380110312,59616004,12.67236997,28860.62892,11271,430112712,0,0
1,28860,28860.62892,157.7252178,752.157858,-1.856451471,-0.077926832,0.532150701,0.01625694,0.999867847,11031,380110312,59616004,12.67236997,28860.62892,11151,100111512,0,0
1,28860,28860.6669,353.4666542,256.3499109,12.37372776,-0.361968498,-0.136815832,0.955642722,0.294528416,11223,10112232,59617001,4.681044073,28860.6669,11109,10111092,0,0
1,28860,28860.6669,353.4666542,256.3499109,12.37372776,-0.361968498,-0.136815832,0.955642722,0.294528416,11223,10112232,59617001,4.681044073,28860.6669,11295,330112952,0,0
1,28860,28860.6669,353.4666542,256.3499109,12.37372776,-0.361968498,-0.136815832,0.955642722,0.294528416,11223,10112232,59617001,4.681044073,28860.6669,11199,10111992,0,0
1,28860,28860.6669,353.4666542,256.3499109,12.37372776,-0.361968498,-0.136815832,0.955642722,0.294528416,11223,10112232,59617001,4.681044073,28860.6669,11265,10112652,0,0
1,28860,28860.6669,353.4666542,256.3499109,12.37372776,-0.361968498,-0.136815832,0.955642722,0.294528416,11223,10112232,59617001,4.681044073,28860.6669,11277,10112772,0,0
1,28860,28860.6669,353.4666542,256.3499109,12.37372776,-0.361968498,-0.136815832,0.955642722,0.294528416,11223,10112232,59617001,4.681044073,28860.6669,11301,10113012,0,0
1,28860,28860.71661,139.2250236,1007.148637,0.958492054,-0.016869281,0.230272855,0.061396452,-0.998113458,10893,520108932,59618650,-12.92809882,28860.71661,11289,10112892,0,0
1,28860,28860.71661,139.2250236,1007.148637,0.958492054,-0.016869281,0.230272855,0.061396452,-0.998113458,10893,520108932,59618650,-12.92809882,28860.71661,11175,890111752,0,0
1,28860,28860.71661,139.2250236,1007.148637,0.958492054,-0.016869281,0.230272855,0.061396452,-0.998113458,10893,520108932,59618650,-12.92809882,28860.71661,11187,10111872,0,0
1,28860,28860.71661,139.2250236,1007.148637,0.958492054,-0.016869281,0.230272855,0.061396452,-0.998113458,10893,520108932,59618650,-12.92809882,28860.71661,11229,10112292,0,0
1,28860,28860.71661,139.2250236,1007.148637,0.958492054,-0.016869281,0.230272855,0.061396452,-0.998113458,10893,520108932,59618650,-12.92809882,28860.71661,11283,10112832,0,0
1,28860,28860.71762,266.7564448,221.2047622,-0.282660228,0.362354461,0.058992741,-0.996501436,0.083575639,11109,10111092,59619047,-0.045357089,28860.71762,11295,330112952,0,0
1,28860,28860.71762,266.7564448,221.2047622,-0.282660228,0.362354461,0.058992741,-0.996501436,0.083575639,11109,10111092,59619047,-0.045357089,28860.71762,11199,10111992,0,0
1,28860,28860.71762,266.7564448,221.2047622,-0.282660228,0.362354461,0.058992741,-0.996501436,0.083575639,11109,10111092,59619047,-0.045357089,28860.71762,11223,10112232,0,0
1,28860,28860.71762,266.7564448,221.2047622,-0.282660228,0.362354461,0.058992741,-0.996501436,0.083575639,11109,10111092,59619047,-0.045357089,28860.71762,11265,10112652,0,0
1,28860,28860.71762,266.7564448,221.2047622,-0.282660228,0.362354461,0.058992741,-0.996501436,0.083575639,11109,10111092,59619047,-0.045357089,28860.71762,11277,10112772,0,0
1,28860,28860.71762,266.7564448,221.2047622,-0.282660228,0.362354461,0.058992741,-0.996501436,0.083575639,11109,10111092,59619047,-0.045357089,28860.71762,11301,10113012,0,0
1,28860,28860.77598,247.1017264,205.4109477,-1.326839952,-0.157196344,1.086495232,-0.12752623,0.991835198,11265,10112652,59619392,9.163940698,28860.77598,11097,10110972,0,0
1,28860,28860.77598,247.1017264,205.4109477,-1.326839952,-0.157196344,1.086495232,-0.12752623,0.991835198,11265,10112652,59619392,9.163940698,28860.77598,11109,10111092,0,0
1,28860,28860.77598,247.1017264,205.4109477,-1.326839952,-0.157196344,1.086495232,-0.12752623,0.991835198,11265,10112652,59619392,9.163940698,28860.77598,11193,740111932,0,0
